time_s,moisture_pct,target_pct,pump_state
140,45.2,65,1
141,44.8,65,1
142,45.9,65,1
143,45.1,65,1
144,46.2,65,1
145,45.7,65,1
146,46.4,65,1
147,46,65,1
148,46.2,65,1
149,46,65,1
150,46,65,1
151,47.1,65,1
152,46.5,65,1
153,47.2,65,1
154,46.3,65,1
155,46.9,65,1
156,46.9,65,1
157,47.1,65,1
158,47.8,65,1
159,47.7,65,1
160,47.4,65,1
161,47.4,65,1
162,47.8,65,1
163,48.1,65,1
164,48.5,65,1
165,47.2,65,1
166,48.7,65,1
167,49,65,1
168,48.9,65,1
169,49.4,65,1
170,48.9,65,1
171,49,65,1
172,48.4,65,1
173,48.6,65,1
174,49.5,65,1
175,50.2,65,1
176,50.2,65,1
177,50,65,1
178,50,65,1
179,50,65,1
180,49.1,65,1
181,49.9,65,1
182,50,65,1
183,52.2,65,0
184,51.4,65,1
185,51.3,65,1
186,51.2,65,1
187,51.2,65,1
188,50.1,65,1
189,51.4,65,1
190,50.9,65,1
191,50.6,65,1
192,51.2,65,1
193,51.8,65,1
194,52,65,1
195,52,65,1
196,51.7,65,1
197,52.1,65,1
198,52.7,65,1
199,52.8,65,1
200,52.2,65,1
201,53.6,65,1
202,53.1,65,1
203,53.5,65,1
204,53.5,65,1
205,52.1,65,1
206,53.3,65,1
207,53.6,65,1
208,53.6,65,1
209,53.3,65,1
210,53.6,65,1
211,53.9,65,1
212,54.5,65,1
213,54.1,65,1
214,54.6,65,1
215,54.9,65,1
216,55.2,65,1
217,55.1,65,1
218,55.7,65,1
219,55.3,65,1
220,55.4,65,1
221,55.5,65,1
222,55.9,65,1
223,56,65,1
224,56.1,65,1
225,56,65,1
226,56.1,65,1
227,56.8,65,1
228,57.1,65,1
229,55.8,65,1
230,56.6,65,1
231,56.5,65,1
232,55.9,65,1
233,57.3,65,1
234,56.6,65,1
235,57.7,65,1
236,56.9,65,1
237,57,65,1
238,56.9,65,1
239,57.9,65,1
240,57.9,65,1
241,57.7,65,1
242,58.5,65,1
243,58.7,65,1
244,58.5,65,1
245,58.9,65,1
246,58.4,65,1
247,58.5,65,1
248,59,65,1
249,58.6,65,1
250,59.6,65,0
251,58.7,65,1
252,59.3,65,1
253,59.1,65,1
254,59.8,65,1
255,59.9,65,1
256,60.3,65,0
257,59.9,65,1
258,60.2,65,0
259,60.2,65,1
260,60.3,65,0
261,60.4,65,1
262,60.8,65,1
263,61.7,65,0
264,60.3,65,1
265,60.2,65,1
266,61.7,65,0
267,60.7,65,1
268,61.1,65,0
269,60.7,65,1
270,62.3,65,0
271,62.1,65,0
272,61.3,65,1
273,61.2,65,1
274,61.3,65,1
275,61.1,65,1
276,61.8,65,0
277,63.2,65,0
278,61.4,65,1
279,62.4,65,0
280,62,65,1
281,62.8,65,0
282,62.2,65,0
283,62.5,65,0
284,62.9,65,0
285,62.6,65,0
286,62.9,65,1
287,62.2,65,1
288,63.5,65,0
289,62.4,65,1
290,62.1,65,1
291,63.1,65,0
292,62.4,65,0
293,63.3,65,0
294,62.7,65,0
295,63.3,65,0
296,64.1,65,0
297,64.1,65,0
298,62.7,65,0
299,63.9,65,0
300,63.8,65,0
301,63.9,65,0
302,63.6,65,0
303,63.5,65,0
304,63.6,65,0
305,63.9,65,0
306,64.2,65,0
307,64.1,65,0
308,64.2,65,0
309,63.8,65,0
310,63.7,65,0
311,63.8,65,0
312,64.5,65,0
313,64.3,65,0
314,63.7,65,0
315,63.9,65,0
316,63.7,65,0
317,62.3,65,0
318,64,65,0
319,64.1,65,0
320,64.3,65,0
321,63.4,65,0
322,64.4,65,0
323,65.6,65,0
324,64.1,65,0
325,63.2,65,0
326,64,65,0
327,64,65,0
328,64.6,65,0
329,64.4,65,0
330,64.5,65,0
331,63.4,65,0
332,63.2,65,0
333,64.3,65,0
334,64.3,65,0
335,64.1,65,0
336,63.8,65,0
337,64,65,0
338,64.3,65,0
339,64.6,65,0
340,63.8,65,0
341,63,65,0
342,63.7,65,0
343,64.4,65,0
344,64.3,65,0
345,63.9,65,0
346,63.6,65,0
347,63.9,65,0
348,63.8,65,0
349,64.4,65,0
350,62.6,65,0
351,64.7,65,0
352,63.4,65,0
353,62.5,65,0
354,63.7,65,0
355,63.9,65,0
356,63.5,65,0
357,64.9,65,0
358,65.1,65,0
359,63.2,65,0
360,63.3,65,0
361,64.4,65,0
362,64.4,65,0
363,63.8,65,0
364,64,65,0
365,63.8,65,0
366,63.5,65,0
367,63.2,65,0
368,64.3,65,0
369,63.7,65,0
370,63.7,65,0
371,64.1,65,0
372,63.8,65,0
373,63.7,65,0
374,63.8,65,0
375,63.5,65,0
376,64.3,65,0
377,63.4,65,0
378,64.5,65,0
379,63.3,65,0
380,64.8,65,0
381,64.4,65,0
382,63.1,65,0
383,63.8,65,0
384,64,65,0
385,62.9,65,0
386,63.6,65,0
387,63.9,65,0
388,63.6,65,0
389,63.1,65,0
390,63.6,65,0
391,62.8,65,0
392,64,65,0
393,63.9,65,0
394,63.3,65,0
395,63.3,65,0
396,64.1,65,0
397,63,65,0
398,63.4,65,0
399,63.3,65,0
400,62.3,65,0
401,63.5,65,0
402,63.9,65,0
403,64.2,65,0
404,63.9,65,0
405,63.2,65,0
406,62.9,65,0
407,63.6,65,0
408,63.6,65,0
409,64,65,0
410,63,65,0
411,63.6,65,0
412,63.7,65,0
413,63.7,65,0
414,64.2,65,0
415,62.9,65,0
416,62.3,65,0
417,63.9,65,0
418,63.7,65,0
419,62.8,65,0
420,62.8,65,0
421,63.1,65,0
422,63.2,65,0
423,63.3,65,0
424,62.4,65,0
425,62.5,65,0
426,62.4,65,0
427,63.4,65,0
428,64.6,65,0
429,63.3,65,0
430,63.1,65,0
431,63.7,65,0
432,63.1,65,0
433,62.9,65,0
434,61.8,65,0
435,62.9,65,1
436,62.4,65,1
437,64.7,65,0
438,62.7,65,0
439,62.8,65,0
440,63.2,65,0
441,63,65,0
442,62.7,65,0
443,62.6,65,0
444,62.7,65,0
445,63.5,65,0
446,62.5,65,0
447,63,65,0
448,63,65,0
449,63.1,65,0
450,62.2,65,0
451,63.5,65,0
452,63.9,65,0
453,61.8,65,0
454,63.1,65,0
455,63.7,65,0
456,62.5,65,0
457,62.9,65,0
458,63.2,65,0
459,62.6,65,1
460,62.7,65,1
461,62.9,65,1
462,63.3,65,0
463,62.8,65,0
464,62.3,65,0
465,63.1,65,0
466,63.6,65,0
467,62.1,65,0
468,62.2,65,0
469,64,65,0
470,62.7,65,0
471,63.1,65,0
472,62.9,65,0
473,63.2,65,0
474,63.3,65,0
475,62,65,0
476,63.5,65,0
477,62.9,65,0
478,63.8,65,0
479,63,65,0
480,63.4,65,0
481,62.5,65,0
482,63.3,65,0
483,62.8,65,0
484,62.5,65,0
485,63,65,0
486,62.7,65,0
487,63.1,65,0
488,63.4,65,0
489,63.4,65,0
490,63.7,65,0
491,62.6,65,1
492,62.5,65,1
493,64.2,65,0
494,62.7,65,0
495,63.5,65,0
496,63.3,65,0
497,62.8,65,0
498,62.9,65,0
499,63.2,65,0
500,62.7,65,0
501,62.8,65,0
502,62.2,65,0
503,62.5,65,0
504,62.8,65,0
505,63,65,0
506,62.8,65,0
507,62.9,65,0
508,63.4,65,0
509,62.9,65,0
510,63.4,65,0
511,63.3,65,0
512,63.8,65,0
513,62.6,65,1
514,62.7,65,1
515,62.9,65,0
516,63.1,65,0
517,62.2,65,0
518,63.7,65,0
519,62.9,65,0
520,62.8,65,0
521,62.7,65,0
522,63.6,65,0
523,64.4,65,0
524,63.3,65,0
525,63.8,65,0
526,62.9,65,0
527,63,65,0
528,62.9,65,0
529,61.6,65,0
530,62.8,65,0
531,62.1,65,0
532,63.4,65,0
533,63.5,65,0
534,63,65,1
535,62.9,65,1
536,62.6,65,1
537,62.9,65,0
538,63.3,65,0
539,62.7,65,0
540,63.4,65,0
541,63,65,0
542,63.5,65,0
543,63.3,65,0
544,63.3,65,0
545,63.3,65,0
546,63.5,65,0
547,62.5,65,0
548,63.7,65,0
549,63,65,0
550,62,65,1
551,63.5,65,0
552,63.1,65,0
553,63.5,65,0
554,62.5,65,0
555,62.3,65,0
556,62.5,65,0
557,62.4,65,0
558,63.2,65,0
559,63,65,0
560,64.3,65,0
561,63.1,65,0
562,63.5,65,0
563,63.3,65,0
564,64.2,65,0
565,63.1,65,0
566,62.8,65,0
567,61.9,65,0
568,63,65,0
569,63.6,65,0
570,62.7,65,0
571,63.7,65,0
572,64,65,0
573,62.6,65,1
574,63.3,65,0
575,62.7,65,0
576,63.2,65,0
577,62.7,65,0
578,61.8,65,0
579,62,65,0
580,63.6,65,0
581,63.1,65,0
582,63.4,65,0
583,62.9,65,1
584,62.6,65,0
585,62.4,65,0
586,63.1,65,0
587,63.2,65,0
588,62.6,65,0
589,63.7,65,0
590,62.6,65,0
591,62.9,65,0
592,63.2,65,0
593,63.2,65,0
594,63.3,65,0
595,63.4,65,0
596,63.5,65,0
597,63.8,65,0
598,63.3,65,1
599,63.3,65,0
600,63.4,65,0
601,63.4,65,0
602,63.6,65,0
603,62.9,65,0
604,63.3,65,0
605,63.1,65,0
606,63.3,65,0
607,63.1,65,0
608,62.7,65,0
609,63.6,65,0
610,63.4,65,0
611,62.5,65,0
612,62.9,65,0
613,61.4,65,0
614,62.7,65,1
615,62.1,65,1
616,63,65,0
617,62.8,65,0
618,63.4,65,0
619,63.1,65,0
620,63.1,65,0
621,62.8,65,0
622,63.7,65,0
623,62.8,65,0
624,64.5,65,0
625,63.3,65,0
626,63.4,65,0
627,61.7,65,0
628,62.4,65,1
629,63.5,65,0
630,62.7,65,0
631,62.6,65,0
632,63.7,65,0
633,63.6,65,0
634,63,65,0
635,63.5,65,0
636,63,65,0
637,62.5,65,0
638,63.3,65,0
639,63,65,0
640,62.9,65,1
641,63.3,65,1
642,63.8,65,0
643,62.9,65,0
644,63.2,65,0
645,61.9,65,0
646,63.6,65,0
647,63.4,65,0
648,63.7,65,0
649,62.7,65,0
650,63.7,65,0
651,63.5,65,0
652,63,65,0
653,62.8,65,0
654,62.5,65,0
655,63.3,65,1
656,63.6,65,0
657,63.1,65,0
658,62.9,65,0
659,63,65,0
660,64,65,0
661,63.2,65,0
662,62.9,65,0
663,62.3,65,0
664,63,65,0
665,63.2,65,0
666,62.8,65,0
667,62.4,65,0
668,63.2,65,0
669,62.8,65,0
670,63,65,0
671,62.7,65,0
672,62.6,65,0
673,62.5,65,1
674,63.5,65,0
675,63.3,65,0
676,62.8,65,0
677,64.1,65,0
678,62.9,65,1
679,62.9,65,0
680,62.9,65,0
681,63.1,65,0
682,62.4,65,0
683,62.7,65,0
684,62.7,65,0
685,63.4,65,0
686,62.7,65,0
687,63.1,65,0
688,62.6,65,1
689,63.6,65,0
690,63.7,65,0
691,63.7,65,0
692,63.3,65,0
693,63.2,65,0
694,63.3,65,0
695,63.1,65,0
696,63.5,65,0
697,63.4,65,0
698,63.6,65,0
699,62.4,65,0
700,62.6,65,0
701,63.7,65,0
702,63.1,65,0
703,62.6,65,1
704,62.8,65,1
705,62.6,65,0
706,63.1,65,0
707,63.8,65,0
708,63.7,65,0
709,63.8,65,0
710,62.7,65,0
711,62.7,65,0
712,62.6,65,0
713,62.9,65,0
714,62.7,65,0
715,63.3,65,0
716,63,65,0
717,62.9,65,0
718,62.9,65,0
719,63.8,65,0
720,62.8,65,0
721,63.2,65,0
722,62.7,65,0
723,62.1,65,0
724,63.3,65,0
725,63.3,65,0
726,62.5,65,0
727,62.7,65,0
728,62.4,65,1
729,63,65,0
730,63.4,65,0
731,63.5,65,0
732,63.2,65,0
733,63.3,65,0
734,63.1,65,0
735,62.4,65,0
736,62.6,65,0
737,63.8,65,0
738,63.3,65,0
739,63.2,65,0
740,62.9,65,0
741,62.8,65,0
742,62.5,65,0
743,63.1,65,0
744,62.2,65,0
745,62.9,65,0
746,63.7,65,0
747,62.7,65,0
748,63.1,65,1
749,63.8,65,0
750,62.3,65,0
751,62.6,65,0
752,62.6,65,0
753,63.5,65,0
754,62.8,65,0
755,63.4,65,0
756,62.5,65,0
757,63.1,65,0
758,63.2,65,1
759,62,65,1
760,63,65,0
761,63.2,65,0
762,63.2,65,0
763,63.3,65,0
764,62.7,65,0
765,63.5,65,0
766,62.6,65,0
767,63,65,0
768,62.8,65,0
769,62.6,65,0
770,62.9,65,0
771,62.3,65,1
772,62.1,65,0
773,63,65,0
774,63.7,65,0
775,62.3,65,0
776,62.4,65,0
777,63.3,65,0
778,63.1,65,0
779,62.9,65,0
780,63.7,65,0
781,63.1,65,0
782,63.3,65,0
783,62.9,65,0
784,62.7,65,0
785,62.1,65,0
786,62.1,65,0
787,62.9,65,0
788,62.7,65,0
789,62.6,65,0
790,62.8,65,0
791,62.5,65,1
792,63.2,65,0
793,62.8,65,0
794,64.2,65,0
795,62.1,65,0
796,63.6,65,0
797,63.7,65,0
798,62.7,65,0
799,63.4,65,0
800,62.9,65,0
801,63.1,65,0
802,63,65,1
803,63.4,65,0
804,62.9,65,0
805,62.6,65,0
806,63.5,65,0
807,62.6,65,0
808,63.1,65,0
809,63,65,0
810,63.4,65,0
811,62.7,65,1
812,63.2,65,0
813,63.2,65,0
814,62.8,65,0
815,64.2,65,0
816,63.3,65,0
817,63,65,0
818,62,65,0
819,63.1,65,0
820,62.4,65,0
821,62.8,65,0
822,63,65,0
823,63.8,65,0
824,63.4,65,0
825,62.9,65,1
826,62.1,65,0
827,63.4,65,0
828,62.9,65,0
829,63.4,65,0
830,62.7,65,0
831,62.9,65,0
832,62.9,65,0
833,63.2,65,0
834,62.9,65,0
835,63.5,65,0
836,63.5,65,0
837,63.1,65,0
838,63.3,65,0
839,62.7,65,0
840,62.4,65,0
841,62.2,65,0
842,63,65,0
843,63.6,65,0
844,63.7,65,0
845,63.7,65,0
846,62.7,65,0
847,62.8,65,0
848,63.9,65,0
849,63.8,65,0
850,62.2,65,0
851,62.7,65,0
852,62.5,65,0
853,63.2,65,0
854,62.9,65,0
855,63,65,0
856,63.5,65,0
857,63.5,65,0
858,63.9,65,0
859,63.1,65,0
860,62.5,65,0
861,62.8,65,0
862,62.6,65,0
863,62.7,65,0
864,63,65,0
865,63.9,65,0
866,63.5,65,0
867,63,65,0
868,62.8,65,0
869,62.9,65,0
870,63.9,65,0
871,62.9,65,0
872,62.8,65,1
873,62.4,65,1
874,62.9,65,0
875,63.1,65,0
876,62.2,65,0
877,63,65,0
878,63.1,65,0
879,63.7,65,0
880,63.4,65,0
881,62.9,65,0
882,63.3,65,0
883,62.5,65,0
884,62.9,65,0
885,63.6,65,0
886,62.5,65,0
887,62.2,65,0
888,62.9,65,0
889,63.6,65,0
890,63.3,65,1
891,63,65,0
892,62.8,65,0
893,62.8,65,1
894,62.9,65,0
895,63.1,65,0
896,62.7,65,0
897,62.7,65,0
898,62.6,65,0
899,63.7,65,0
900,63.4,65,0
901,63,65,0
902,63.4,65,0
903,62.2,65,0
904,63.7,65,0
905,62.5,65,0
906,62.7,65,0
907,62.7,65,0
908,62.5,65,0
909,62.7,65,0
910,63.5,65,0
911,62.9,65,0
912,61.9,65,0
913,63.1,65,0
914,63.5,65,0
915,63.3,65,0
916,63.2,65,0
917,63.6,65,0
918,62.7,65,0
919,63.9,65,0
920,62.9,65,0
921,63.9,65,0
922,63.1,65,0
923,61.9,65,0
924,63.2,65,0
925,62.6,65,0
926,63.8,65,0
927,63,65,0
928,63.9,65,0
929,63.2,65,1
930,63.1,65,0
931,63,65,0
932,61.3,65,0
933,62.5,65,0
934,62.4,65,0
935,63.5,65,0
936,63.8,65,0
937,63.4,65,0
938,63.7,65,0
939,64.4,65,0
940,63.2,65,0
941,63,65,0
942,62.3,65,1
943,62.5,65,0
944,63,65,0
945,63.6,65,0
946,64.3,65,0
947,62.5,65,0
948,63.1,65,0
949,62.4,65,0
950,62,65,1
951,63,65,0
952,63.2,65,0
953,64,65,0
954,63.6,65,0
955,62.7,65,0
956,62.3,65,0
957,63.3,65,0
958,62.5,65,0
959,63.1,65,0
960,63.5,65,0
961,63.3,65,0
962,63.3,65,0
963,62.9,65,0
964,63.7,65,0
965,63.3,65,0
966,63.7,65,0
967,63.5,65,0
968,62.3,65,0
969,63.1,65,0
970,63.5,65,0
971,63.2,65,0
972,62.6,65,1
973,63,65,0
974,63,65,0
975,62.5,65,0
976,62.5,65,0
977,63,65,1
978,62.6,65,0
979,63.1,65,0
980,63.1,65,0
981,63.7,65,0
982,63.4,65,0
983,63.2,65,0
984,62.7,65,0
985,63,65,0
986,63,65,0
987,62.6,65,0
988,63.5,65,0
989,63.9,65,0
990,63.1,65,0
991,63.5,65,0
992,62.9,65,0
993,63.1,65,0
994,62.5,65,0
995,64,65,0
996,63.1,65,1
997,64.2,65,0
998,62.5,65,0
999,63.1,65,0
1000,62.8,65,0
1001,63.4,65,0
1002,62.5,65,0
1003,63,65,1
1004,63.7,65,0
1005,62.3,65,1
1006,62.6,65,0
1007,63.1,65,0
1008,62.5,65,1
1009,62,65,0
1010,62.9,65,0
1011,61.5,65,1
1012,62.8,65,0
1013,63.5,65,0
1014,62.3,65,1
1015,62.4,65,0
1016,62.3,65,0
1017,62.2,65,0
1018,61.7,65,1
1019,61.6,65,1
1020,62.3,65,0
1021,62.1,65,0
1022,62.4,65,0
1023,61.7,65,1
1024,61.9,65,1
1025,61.5,65,1
1026,61.7,65,1
1027,62.1,65,1
1028,62,65,0
1029,62.4,65,1
1030,62.1,65,1
1031,61.4,65,1
1032,62.9,65,0
1033,62.2,65,0
1034,63,65,0
1035,61.9,65,1
1036,61.8,65,1
1037,61.7,65,1
1038,61.7,65,1
1039,62.1,65,1
1040,61.8,65,1
1041,61.7,65,1
1042,60.8,65,1
1043,61.1,65,1
1044,61.9,65,1
1045,62.2,65,0
1046,62.3,65,1
1047,61.6,65,1
1048,61.8,65,1
1049,62.3,65,1
1050,61.3,65,1
1051,61.6,65,1
1052,61.2,65,1
1053,62,65,1
1054,61.4,65,1
1055,62.4,65,1
1056,61.9,65,0
1057,61.5,65,1
1058,61.6,65,1
1059,61.7,65,1
1060,61.5,65,1
1061,62.3,65,1
1062,62.9,65,0
1063,62.7,65,0
1064,61.6,65,1
1065,62.1,65,1
1066,61.8,65,1
1067,62.4,65,1
1068,62.3,65,1
1069,61.2,65,1
1070,61.3,65,1
1071,62.4,65,0
1072,62.4,65,0
1073,62,65,1
1074,62.1,65,0
1075,62.1,65,0
1076,62.4,65,1
1077,61,65,1
1078,61.8,65,1
1079,62.7,65,0
1080,61.5,65,1
1081,60.7,65,1
1082,62.6,65,0
1083,61.4,65,1
1084,62.7,65,0
1085,61.9,65,1
1086,62,65,1
1087,61.6,65,1
1088,62.8,65,0
1089,62.2,65,1
1090,63.3,65,0
1091,61.3,65,1
1092,63,65,0
1093,61.7,65,1
1094,63.4,65,0
1095,63,65,0
1096,62.5,65,1
1097,62.7,65,0
1098,62.7,65,0
1099,61.6,65,1
1100,62.7,65,0
1101,61.7,65,1
1102,62.4,65,0
1103,62.2,65,1
1104,62.6,65,0
1105,62.4,65,1
1106,62.9,65,0
1107,61.8,65,1
1108,61.7,65,1
1109,62.7,65,1
1110,61.4,65,1
1111,62.3,65,1
1112,61.5,65,1
1113,62.5,65,0
1114,62,65,1
1115,62.5,65,1
1116,63.2,65,0
1117,62.4,65,1
1118,62.4,65,1
1119,62.8,65,0
1120,61.8,65,1
1121,62,65,1
1122,61.6,65,1
1123,63.1,65,0
1124,62.5,65,1
1125,62.3,65,1
1126,62.5,65,1
1127,63.5,65,0
1128,63.6,65,0
1129,62.1,65,1
1130,62.2,65,1
1131,61.9,65,0
1132,62.1,65,0
1133,63.7,65,0
1134,64.1,65,0
1135,63.8,65,0
1136,63.4,65,0
1137,63.4,65,0
1138,63.9,65,0
1139,63.9,65,0
1140,63,65,0
1141,63.7,65,0
1142,63.3,65,0
1143,63.8,65,0
1144,64.4,65,0
1145,63.1,65,0
1146,63.4,65,0
1147,64.8,65,0
1148,63.5,65,0
1149,63.8,65,0
1150,63.7,65,0
1151,63.8,65,0
1152,64.1,65,0
1153,63.6,65,0
1154,63.4,65,0
1155,63.1,65,0
1156,63.8,65,0
1157,63.2,65,0
1158,63.2,65,0
1159,63.4,65,0
1160,64.5,65,0
1161,63.5,65,0
1162,63.7,65,0
1163,63.6,65,0
1164,63.3,65,0
1165,63.4,65,0
1166,61.9,65,0
1167,64.5,65,0
1168,64.2,65,0
1169,63.7,65,0
1170,64,65,0
1171,64,65,0
1172,63.1,65,0
1173,63.4,65,0
1174,64.3,65,0
1175,63.7,65,0
1176,63.7,65,0
1177,64.4,65,0
1178,63.8,65,0
1179,63.1,65,0
1180,63.9,65,0
1181,63.4,65,0
1182,64,65,0
1183,64.6,65,0
1184,63.3,65,0
1185,63.5,65,0
1186,63.4,65,0
1187,64,65,0
1188,63.8,65,0
1189,64.4,65,0
1190,63.7,65,0
1191,64,65,0
1192,63,65,0
1193,64.1,65,0
1194,64.4,65,0
1195,63.1,65,0
1196,63.8,65,0
1197,63.6,65,0
1198,63.7,65,0
1199,64.3,65,0
1200,63.6,65,0
1201,63.8,65,0
1202,64.2,65,0
1203,63.4,65,0
1204,63.8,65,0
1205,63.2,65,0
1206,63.9,65,0
1207,63,65,0
1208,63.5,65,0
1209,64.8,65,0
1210,64.1,65,0
1211,63.6,65,0
1212,64,65,0
1213,64.1,65,0
1214,64.1,65,0
1215,63.9,65,0
1216,62.8,65,0
1217,64.1,65,0
1218,63.3,65,0
1219,63.6,65,0
1220,63.1,65,0
1221,63.6,65,0
1222,62.2,65,0
1223,64.3,65,0
1224,64.1,65,0
1225,62.1,65,0
1226,63.8,65,0
1227,64,65,0
1228,63.7,65,0
1229,63.5,65,0
1230,64.3,65,0
1231,63.9,65,0
1232,64,65,0
1233,63.5,65,0
1234,63.7,65,0
1235,62.9,65,0
1236,62.8,65,0
1237,63.4,65,0
1238,63.2,65,0
1239,63.3,65,0
1240,64.4,65,0
1241,63.1,65,0
1242,63.4,65,0
1243,62.9,65,0
1244,62.5,65,0
1245,63.4,65,0
1246,63.2,65,0
1247,62.5,65,0
1248,62.1,65,0
1249,62.9,65,0
1250,63,65,0
1251,61.8,65,0
1252,63.2,65,0
1253,62.6,65,0
1254,63.4,65,0
1255,62.6,65,0
1256,62.2,65,0
1257,62.1,65,0
1258,64.6,65,0
1259,62.4,65,1
1260,62.2,65,1
1261,63.1,65,1
1262,62.5,65,1
1263,63.2,65,0
1264,63.2,65,0
1265,63.6,65,0
1266,63,65,0
1267,63.2,65,0
1268,63.6,65,0
1269,62.5,65,0
1270,63.2,65,0
1271,63.4,65,0
1272,63.1,65,0
1273,63.3,65,0
1274,62.8,65,0
1275,62.6,65,0
1276,62.7,65,0
1277,63.3,65,0
1278,63.2,65,0
1279,62.7,65,0
1280,63.3,65,0
1281,62.8,65,0
1282,63.7,65,0
1283,62.8,65,0
1284,62.4,65,0
1285,63.4,65,0
1286,63.5,65,0
1287,62.6,65,0
1288,62.2,65,0
1289,62.7,65,1
1290,62.3,65,1
1291,63.3,65,1
1292,63.4,65,0
1293,63.4,65,0
1294,63,65,0
1295,63.2,65,0
1296,62.9,65,0
1297,62.6,65,0
1298,62.9,65,0
1299,63.4,65,0
1300,62.8,65,0
1301,63.1,65,0
1302,62.4,65,1
1303,63.3,65,0
1304,62.7,65,0
1305,62.6,65,0
1306,63.4,65,0
1307,63.6,65,0
1308,64.5,65,0
1309,63.3,65,0
1310,63.4,65,0
1311,62.6,65,0
1312,62.9,65,0
1313,62.2,65,0
1314,63.1,65,0
1315,62.3,65,0
1316,62.7,65,1
1317,62.6,65,0
1318,62.7,65,0
1319,62.7,65,0
1320,63.8,65,0
1321,64.2,65,0
1322,62.7,65,0
1323,63.9,65,0
1324,63.8,65,0
1325,62.8,65,0
1326,63.8,65,0
1327,63.2,65,0
1328,62.9,65,0
1329,63.2,65,0
1330,62.7,65,0
1331,62.5,65,0
1332,63.2,65,0
1333,63.4,65,0
1334,62.1,65,1
1335,63.1,65,1
1336,62.9,65,1
1337,63,65,0
1338,62.8,65,0
1339,63.4,65,0
1340,62.9,65,0
1341,62.4,65,0
1342,62.8,65,0
1343,63.3,65,0
1344,63.3,65,0
1345,63.5,65,0
1346,63.1,65,0
1347,63.5,65,0
1348,63.6,65,0
1349,63.1,65,0
1350,63.1,65,0
1351,62.8,65,0
1352,63.1,65,0
1353,62.5,65,0
1354,63.1,65,0
1355,63.4,65,0
1356,62.6,65,0
1357,63,65,0
1358,63.5,65,0
1359,62.2,65,1
1360,63.6,65,0
1361,62.3,65,1
1362,62.8,65,1
1363,63.2,65,0
1364,63.4,65,0
1365,63.1,65,0
1366,63.1,65,0
1367,62.8,65,0
1368,63.1,65,0
1369,63.3,65,0
1370,63.5,65,0
1371,62.5,65,0
1372,62.7,65,0
1373,62.8,65,0
1374,62.9,65,0
1375,63.1,65,0
1376,63.1,65,0
1377,62.8,65,0
1378,63,65,0
1379,63,65,0
1380,62.5,65,1
1381,62.7,65,1
